Name,datetime,Date,Time,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
LAGOS STATE,2024-07-06T11:00:00,06/07/2024,11:00:00,26.6,26.6,22.3,77.29,0,77.4,rain,0,0,20.9,14.4,240.2,1014,100,24.1,279,1,3,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T12:00:00,06/07/2024,12:00:00,28.1,30.8,22.1,69.93,0,77.4,rain,0,0,18.7,15.8,240.3,1014,100,24.1,614,2.2,6,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T13:00:00,06/07/2024,13:00:00,28.7,31.5,22,67.12,0,77.4,rain,0,0,20.2,18.4,233.1,1013,100,24.1,651,2.3,7,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T14:00:00,06/07/2024,14:00:00,29.2,32,21.7,64.02,0.1,67.7,rain,0,0,21.6,20.5,229.7,1013,100,24.1,717,2.6,7,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T15:00:00,06/07/2024,15:00:00,29,31.6,21.5,63.98,0.3,67.7,rain,0,0,23,20.9,230.8,1012,100,24.1,573,2.1,6,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T16:00:00,06/07/2024,16:00:00,28.3,30.6,21.4,66.23,0,67.7,rain,0,0,23.4,20.9,232.1,1012,100,24.1,350,1.3,4,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T17:00:00,06/07/2024,17:00:00,27.4,29.5,21.6,70.66,0,67.7,rain,0,0,24.1,20.2,232,1012,100,24.1,170,0.6,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T18:00:00,06/07/2024,18:00:00,27,29,21.7,72.78,0,67.7,rain,0,0,23.8,18.7,230,1012,100,24.1,80,0.3,1,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T19:00:00,06/07/2024,19:00:00,26.7,26.7,21.8,74.53,0,67.7,rain,0,0,23.4,18,230.6,1013,100,24.1,42,0.2,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T20:00:00,06/07/2024,20:00:00,26.4,26.4,22.1,77.26,0.1,61.3,rain,0,0,23,16.6,232.7,1013,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T21:00:00,06/07/2024,21:00:00,26.3,26.3,22.1,77.72,0,61.3,rain,0,0,23,15.5,238.3,1014,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T22:00:00,06/07/2024,22:00:00,26.3,26.3,22.1,77.72,0,61.3,rain,0,0,22.7,15.1,249.3,1014,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-06T23:00:00,06/07/2024,23:00:00,26,26,22,78.63,0,61.3,rain,0,0,22.7,15.1,263.5,1014,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T00:00:00,07/07/2024,00:00:00,25.7,25.7,21.9,79.56,0,61.3,rain,0,0,24.8,15.5,263.9,1013,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T01:00:00,07/07/2024,01:00:00,25.6,25.6,21.8,79.54,0,61.3,rain,0,0,25.6,14.8,259,1013,99.6,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T02:00:00,07/07/2024,02:00:00,25.5,25.5,21.8,80.02,0,54.8,rain,0,0,23,12.6,256.5,1013,97.6,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T03:00:00,07/07/2024,03:00:00,25.3,25.3,21.8,80.97,0,54.8,rain,0,0,19.1,10.4,264.5,1012,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T04:00:00,07/07/2024,04:00:00,25.3,25.3,21.8,80.97,0,54.8,rain,0,0,19.4,10.8,271.6,1012,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T05:00:00,07/07/2024,05:00:00,25.2,25.2,21.7,80.96,0,54.8,rain,0,0,18.7,10.1,267.9,1012,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T06:00:00,07/07/2024,06:00:00,24.9,24.9,21.7,82.42,0,54.8,rain,0,0,19.1,9.7,271.5,1013,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T07:00:00,07/07/2024,07:00:00,24.9,24.9,21.7,82.42,0,54.8,rain,0,0,14,7.6,284.3,1013,100,24.1,3,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T08:00:00,07/07/2024,08:00:00,25.4,25.4,21.8,80.49,0,80.6,rain,0,0,11.5,6.8,281,1014,100,24.1,47,0.2,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T09:00:00,07/07/2024,09:00:00,26.1,26.1,22.1,78.65,0.2,80.6,rain,0,0,11.2,6.8,285.7,1014,80.6,24.1,134,0.5,1,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-07T10:00:00,07/07/2024,10:00:00,27.6,30.1,22.2,72.44,0.8,80.6,rain,0,0,13,9,261.9,1014,100,13.2,452,1.6,5,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T11:00:00,07/07/2024,11:00:00,28.4,31.3,22.3,69.56,1.3,80.6,rain,0,0,15.1,12.6,239.3,1014,100,11.1,663,2.4,7,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T12:00:00,07/07/2024,12:00:00,28.9,31.9,22.2,67.16,1.2,80.6,rain,0,0,16.2,14,232.3,1014,80.3,12.4,723,2.6,7,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-07T13:00:00,07/07/2024,13:00:00,29.3,32.4,22.1,65.23,0.9,80.6,rain,0,0,18.4,17.3,231.8,1013,56.6,12.7,845,3,8,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-07T14:00:00,07/07/2024,14:00:00,29.4,32.3,21.8,63.68,0.7,58.1,rain,0,0,22,20.9,229.3,1012,38.4,13.9,830,3,8,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-07T15:00:00,07/07/2024,15:00:00,29.5,31.9,21.1,60.65,0.3,58.1,rain,0,0,23.8,22.3,227.1,1012,71.2,24.1,783,2.8,8,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-07T16:00:00,07/07/2024,16:00:00,29.2,31.5,21,61.33,0,58.1,rain,0,0,25.6,23,231.7,1011,100,24.1,633,2.3,6,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T17:00:00,07/07/2024,17:00:00,28.5,30.8,21.2,64.66,0,58.1,rain,0,0,27,22,233.6,1012,100,24.1,431,1.6,4,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T18:00:00,07/07/2024,18:00:00,27.7,29.9,21.6,69.43,0,58.1,rain,0,0,28.8,20.5,231.4,1012,100,24.1,218,0.8,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T19:00:00,07/07/2024,19:00:00,27,29,21.8,73.23,0,58.1,rain,0,0,29.5,20.2,232,1012,100,24.1,53,0.2,1,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T20:00:00,07/07/2024,20:00:00,26.8,28.8,22,75.01,0,58.1,rain,0,0,29.2,18.7,235.7,1013,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T21:00:00,07/07/2024,21:00:00,26.6,26.6,22.2,76.83,0,58.1,rain,0,0,28.8,18.4,236.3,1014,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-07T22:00:00,07/07/2024,22:00:00,26.2,26.2,22.4,79.62,0.4,58.1,rain,0,0,27.7,17.6,237.2,1014,88.4,23.9,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-07T23:00:00,07/07/2024,23:00:00,26,26,22.3,80.08,0.1,58.1,rain,0,0,27.7,17.3,241.9,1014,71.3,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-08T00:00:00,08/07/2024,00:00:00,25.9,25.9,22.2,80.07,0,58.1,rain,0,0,27,16.6,246.3,1014,69.8,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-08T01:00:00,08/07/2024,01:00:00,25.8,25.8,22,79.57,0,58.1,rain,0,0,29.9,17.6,247.8,1013,75.9,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-08T02:00:00,08/07/2024,02:00:00,25.6,25.6,22.1,81.01,0,96.8,rain,0,0,30.2,17.6,254.8,1012,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T03:00:00,08/07/2024,03:00:00,25.5,25.5,22.2,81.99,0,96.8,rain,0,0,29.2,16.2,257.1,1012,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T04:00:00,08/07/2024,04:00:00,25.3,25.3,22.3,83.48,0.3,96.8,rain,0,0,28.4,15.5,261.2,1012,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T05:00:00,08/07/2024,05:00:00,25.3,25.3,22.2,82.97,0.1,96.8,rain,0,0,28.8,14.8,262.3,1012,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T06:00:00,08/07/2024,06:00:00,25.2,25.2,22.2,83.47,0,96.8,rain,0,0,27.7,13.3,273.2,1013,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T07:00:00,08/07/2024,07:00:00,24.9,24.9,22.1,84.46,0.2,96.8,rain,0,0,27,12.2,288.4,1013,99.1,23.9,2,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T08:00:00,08/07/2024,08:00:00,25.3,25.3,21.9,81.47,0.2,87.1,rain,0,0,27.7,13.7,280.8,1014,77.4,24.1,56,0.2,1,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-08T09:00:00,08/07/2024,09:00:00,26.8,28.7,21.6,73.2,0,87.1,rain,0,0,23.4,14.8,274.2,1014,89.5,24.1,260,0.9,3,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-08T10:00:00,08/07/2024,10:00:00,28.4,30.6,21.2,65.04,0,87.1,rain,0,0,20.5,14.8,267.3,1014,99.9,24,474,1.7,5,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T11:00:00,08/07/2024,11:00:00,29.6,32,21,59.93,0.1,87.1,rain,0,0,19.4,16.2,258.4,1014,94.6,24.1,650,2.3,7,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T12:00:00,08/07/2024,12:00:00,29.4,32.1,21.5,62.52,0.6,87.1,rain,0,0,18.4,16.6,251.4,1013,89.6,6.4,618,2.2,6,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-08T13:00:00,08/07/2024,13:00:00,29.2,32.1,21.9,64.81,0.5,87.1,rain,0,0,18.7,17.3,245.9,1013,97.8,24.1,555,2,6,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T14:00:00,08/07/2024,14:00:00,29.9,33.1,22,62.63,0.2,61.3,rain,0,0,19.1,18.4,239.4,1011,96,10.4,766,2.8,8,30,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T15:00:00,08/07/2024,15:00:00,29.2,32.5,22.5,67.22,1.2,61.3,rain,0,0,19.4,20.2,232,1011,71,5.4,700,2.5,7,30,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-08T16:00:00,08/07/2024,16:00:00,28.7,31.8,22.5,69.2,0.9,61.3,rain,0,0,20.2,19.8,234.6,1010,100,24.1,533,1.9,5,30,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T17:00:00,08/07/2024,17:00:00,28.2,31.1,22.4,70.81,0.7,61.3,rain,0,0,20.2,19.8,230.2,1010,98.6,24.1,335,1.2,3,30,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T18:00:00,08/07/2024,18:00:00,27.4,29.9,22.4,74.2,0.6,61.3,rain,0,0,22.3,19.8,226.5,1011,100,24.1,156,0.6,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T19:00:00,08/07/2024,19:00:00,26.5,26.5,22.3,77.75,1.2,61.3,rain,0,0,23.8,17.3,233.8,1011,99.4,18.7,35,0.1,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T20:00:00,08/07/2024,20:00:00,26.3,26.3,22.4,79.16,1.3,48.4,rain,0,0,28.1,16.9,238.3,1011,94.4,23.8,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T21:00:00,08/07/2024,21:00:00,26.2,26.2,22.4,79.62,0.5,48.4,rain,0,0,31.3,18,245.8,1012,80.9,23.9,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-08T22:00:00,08/07/2024,22:00:00,25.7,25.7,22.7,83.53,0.9,48.4,rain,0,0,33.1,19.1,240.5,1012,100,9.9,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-08T23:00:00,08/07/2024,23:00:00,25.6,25.6,22.8,84.53,0.8,48.4,rain,0,0,31,18.7,240.2,1013,100,18.7,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T00:00:00,09/07/2024,00:00:00,25.6,25.6,22.8,84.53,0.3,48.4,rain,0,0,32.4,20.9,238,1013,96.9,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T01:00:00,09/07/2024,01:00:00,25.4,25.4,22.7,85.03,1.1,48.4,rain,0,0,32.8,21.6,236.3,1012,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T02:00:00,09/07/2024,02:00:00,25.2,25.2,22.5,85.01,0.9,80.6,rain,0,0,32,19.4,242,1011,100,24.1,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T03:00:00,09/07/2024,03:00:00,24.9,24.9,22.3,85.5,0.4,80.6,rain,0,0,32.4,18.7,248.8,1011,97.7,19.9,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T04:00:00,09/07/2024,04:00:00,24.9,24.9,22.2,84.98,0.3,80.6,rain,0,0,32.4,17.6,251.6,1011,100,23.9,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T05:00:00,09/07/2024,05:00:00,24.8,24.8,22.1,84.97,0.2,80.6,rain,0,0,31.7,16.9,259.6,1011,99.9,10.2,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T06:00:00,09/07/2024,06:00:00,24.6,24.6,22.1,85.99,0.8,80.6,rain,0,0,29.5,14.4,266.4,1012,80,6.3,0,0,0,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-09T07:00:00,09/07/2024,07:00:00,24.6,24.6,22.3,87.04,1,80.6,rain,0,0,26.6,12.6,267.4,1012,98.7,7.2,3,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T08:00:00,09/07/2024,08:00:00,25.1,25.1,22.4,85,1,71,rain,0,0,27,14,272.3,1013,100,19.8,70,0.3,1,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T09:00:00,09/07/2024,09:00:00,25.6,25.6,22.3,82.01,0.8,71,rain,0,0,26.3,15.1,266,1014,100,24.1,173,0.6,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T10:00:00,09/07/2024,10:00:00,26.7,26.7,22.3,76.84,0.4,71,rain,0,0,25.9,16.6,259.3,1014,98.8,24.1,375,1.3,4,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T11:00:00,09/07/2024,11:00:00,27.6,30.1,22.2,72.44,0.5,71,rain,0,0,24.1,18.7,250.5,1014,100,24.1,566,2,6,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T12:00:00,09/07/2024,12:00:00,27.9,30.6,22.3,71.62,1.1,71,rain,0,0,25.6,21.2,246.6,1013,98.2,6.6,677,2.4,7,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T13:00:00,09/07/2024,13:00:00,27.8,30.5,22.4,72.48,1.3,71,rain,0,0,27.7,23.4,242.4,1012,100,7.5,719,2.6,7,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T14:00:00,09/07/2024,14:00:00,27.8,30.5,22.4,72.48,1.2,74.2,rain,0,0,29.9,25.2,238.3,1012,100,7.8,714,2.6,7,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T15:00:00,09/07/2024,15:00:00,27.4,29.8,22.1,72.85,0.6,74.2,rain,0,0,30.6,24.8,239,1011,100,24.1,463,1.7,5,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T16:00:00,09/07/2024,16:00:00,26.9,29,22,74.57,0.4,74.2,rain,0,0,31,23.8,234.8,1011,100,16.1,282,1,3,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T17:00:00,09/07/2024,17:00:00,26.6,26.6,22,75.89,0.4,74.2,rain,0,0,30.2,22,233.3,1011,100,24.1,154,0.6,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T18:00:00,09/07/2024,18:00:00,26.3,26.3,21.9,76.78,0,74.2,rain,0,0,29.9,20.2,236.2,1011,100,24.1,80,0.3,1,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T19:00:00,09/07/2024,19:00:00,26.1,26.1,21.9,77.69,0.1,74.2,rain,0,0,29.5,19.4,235.1,1012,100,24.1,24,0.1,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-09T20:00:00,09/07/2024,20:00:00,25.9,25.9,22,79.1,0,41.9,rain,0,0,29.2,18.7,233.7,1012,99.8,21.9,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-09T21:00:00,09/07/2024,21:00:00,25.9,25.9,22,79.1,0,41.9,,0,0,28.8,18.4,236.3,1013,86.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-09T22:00:00,09/07/2024,22:00:00,25.7,25.7,22.1,80.53,0,41.9,rain,0,0,30.2,18.7,235.2,1013,60.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-09T23:00:00,09/07/2024,23:00:00,25.7,25.7,22.1,80.53,0,41.9,rain,0,0,31.3,19.8,233.9,1013,41.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
LAGOS STATE,2024-07-10T00:00:00,10/07/2024,00:00:00,25.5,25.5,22,81,0.2,41.9,rain,0,0,33.1,20.9,233.6,1013,93,24.1,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-10T01:00:00,10/07/2024,01:00:00,25.4,25.4,21.9,80.99,0.2,41.9,rain,0,0,31.7,19.4,240,1012,100,24,0,0,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-10T02:00:00,10/07/2024,02:00:00,25.2,25.2,21.9,81.96,0,67.7,rain,0,0,31.3,18.7,242.7,1012,100,24,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T03:00:00,10/07/2024,03:00:00,24.9,24.9,21.9,82.94,0,67.7,rain,0,0,31,18,245.5,1012,100,23.9,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T04:00:00,10/07/2024,04:00:00,24.8,24.8,21.9,83.94,1.1,67.7,rain,0,0,30.6,17.3,248.2,1012,100,23.9,0,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T05:00:00,10/07/2024,05:00:00,24.6,24.6,22,85.29,0,67.7,rain,0,0,29.4,15.8,254,1012.3,98.4,18.4,0.3,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T06:00:00,10/07/2024,06:00:00,24.4,24.4,22.1,86.68,0,67.7,rain,0,0,28.2,14.4,259.9,1012.7,96.9,12.9,0.7,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T07:00:00,10/07/2024,07:00:00,24.3,24.3,22.2,88.08,1.9,67.7,rain,0,0,27,13,265.7,1013,95.3,7.4,1,0,0,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T08:00:00,10/07/2024,08:00:00,24.9,24.9,22.2,85.32,0,71,rain,0,0,26.9,14.6,260.5,1013.7,96.6,6.8,53.7,0.3,1,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T09:00:00,10/07/2024,09:00:00,25.4,25.4,22.3,82.66,0,71,rain,0,0,26.8,16.3,255.2,1014.3,97.9,6.1,106.3,0.5,1,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T10:00:00,10/07/2024,10:00:00,26.1,26.1,22.4,80.1,4.5,71,rain,0,0,26.6,18,250,1015,99.2,5.5,159,0.6,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T11:00:00,10/07/2024,11:00:00,26.3,26.3,22.4,79,0,71,rain,0,0,27.7,19.2,246.1,1014.7,93.2,6.8,222.7,0.8,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T12:00:00,10/07/2024,12:00:00,26.5,26.5,22.4,77.92,0,71,rain,0,0,28.8,20.4,242.1,1014.3,87.3,8.2,286.3,1.1,3,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-10T13:00:00,10/07/2024,13:00:00,26.8,28.9,22.4,76.86,4.4,71,rain,0,0,29.9,21.6,238.2,1014,81.3,9.5,350,1.3,4,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-10T14:00:00,10/07/2024,14:00:00,26.8,29,22.3,76.55,0,45.2,rain,0,0,30.4,22.1,236.1,1013.3,69.6,10.2,438.7,1.6,4,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-10T15:00:00,10/07/2024,15:00:00,26.8,29,22.3,76.25,0,45.2,rain,0,0,30.8,22.6,233.9,1012.7,58,11,527.3,1.9,5,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-10T16:00:00,10/07/2024,16:00:00,26.9,29.1,22.3,75.94,2.2,45.2,rain,0,0,31.3,23,231.8,1012,46.3,11.7,616,2.2,6,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-10T17:00:00,10/07/2024,17:00:00,26.4,26.4,22.2,77.59,0,45.2,rain,0,0,31,21.6,233.4,1012.3,64.2,15.8,492.7,1.8,5,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-10T18:00:00,10/07/2024,18:00:00,26,26,22.1,79.28,0,45.2,rain,0,0,30.6,20.2,235.1,1012.7,82.1,20,369.3,1.3,4,10,"Rain, Partially cloudy",rain,
LAGOS STATE,2024-07-10T19:00:00,10/07/2024,19:00:00,25.6,25.6,22.1,81.01,0.9,45.2,rain,0,0,30.2,18.7,236.7,1013,100,24.1,246,0.9,2,10,"Rain, Overcast",rain,
LAGOS STATE,2024-07-10T20:00:00,10/07/2024,20:00:00,25.6,25.6,22.1,81.34,0,35.5,,0,0,30,18.2,237.6,1013.3,100,24.1,164,0.6,0,10,Overcast,cloudy,
LAGOS STATE,2024-07-10T21:00:00,10/07/2024,21:00:00,25.6,25.6,22.2,81.67,0,35.5,,0,0,29.8,17.8,238.5,1013.7,100,24.1,82,0.3,0,10,Overcast,cloudy,
